Timestamp,Open,High,Low,Close,Volume
1700001920,30023.18797655047,30022.524884001803,30018.25211139064,30020.72896175575,133.67428803149983
1700001980,30010.249431664233,30012.82120088591,30007.096695205586,30010.963689016775,121.41783776426004
1700002040,30016.172274848926,30020.509426711404,30018.17449419958,30018.355442087683,152.60848979747786
1700002100,30030.929472506035,30032.086670538236,30029.76800219083,30031.903109600335,230.7822599505418
1700002160,30030.257516628953,30033.174822118584,30030.0366006994,30030.535740108477,107.59659384906125
1700002220,30020.645629590057,30024.51076714254,30018.449230471644,30020.453862384926,229.49148465094345
1700002280,30012.22979010217,30013.862926762664,30005.640978590985,30010.560087796628,154.57207610610453
1700002340,30018.511198435408,30019.359305484333,30014.59903484651,30018.367201250527,376.3339275807543
1700002400,30024.766839599204,30030.926422511857,30022.36102192654,30027.286251304966,168.60055776017077
1700002460,30034.042159537832,30037.40139555629,30030.073859396278,30033.80410252463,142.76966139952629
1700002520,30027.59759401586,30027.13068211541,30022.77743567813,30025.817986037164,186.77148996751814
1700002580,30029.588416091497,30031.71829519825,30024.83281774933,30028.603921913967,129.68928897619548
1700002640,30029.602451029103,30033.058896789265,30026.708693258803,30030.004151623656,72.37715787586535
1700002700,30033.375442778764,30036.82735290368,30030.308084634893,30032.6284147844,134.79990992847024
1700002760,30042.114953553653,30043.765921678947,30041.622828449756,30043.08556011978,133.95213791018858
1700002820,30044.723019183577,30046.742899227633,30043.167816408404,30045.768706705076,78.49798971859018
1700002880,30052.137703101133,30056.345516980782,30052.623202092433,30053.91566946194,144.1401260628679
1700002940,30051.87949935128,30054.94734404027,30052.293236563597,30054.72661829581,64.92001087474044
1700003000,30056.20433363134,30060.274022068093,30057.46537405048,30058.196051080085,129.14363905368916
1700003060,30067.639987918446,30069.712605000146,30062.9445342953,30065.77150979015,163.602285941383
1700003120,30050.092708845033,30049.029211921803,30047.05922149782,30048.285639951882,154.28452625824954
1700003180,30044.601128308514,30046.749329040274,30042.981544835886,30044.449585355593,125.91061001423247
1700003240,30039.707464218558,30043.753959670994,30036.30997279517,30038.80511350408,143.42149885674098
1700003300,30033.415232779083,30033.668179392287,30030.325948060054,30031.13857932516,108.45921731164114
1700003360,30028.720255898785,30030.32849143105,30023.02497289226,30027.83687231044,149.0566757479717
1700003420,30046.72519391249,30048.570135963873,30043.541446468287,30045.776168045253,151.9018460572312
1700003480,30036.729890136456,30036.3162165086,30033.6247985088,30035.386194656934,103.53399458140515
1700003540,30047.63711388434,30047.74135432546,30046.859551886566,30047.00553491203,165.1872502101153
1700003600,30024.454195952003,30030.197870798216,30022.59482583708,30026.81109765264,164.77502555551663
1700003660,30022.394001210316,30024.77131134234,30019.66330771628,30022.792477292813,138.86691585046032
1700003720,30019.80189592196,30026.195047215147,30022.663488299866,30024.74551407407,390.88711681901833
1700003780,30031.439165678345,30031.937140149985,30030.552518053693,30031.780182050385,140.29102925477173
1700003840,30040.895032555774,30044.545153493793,30036.58921391452,30040.3149010079,132.72858141756998
1700003900,30049.826802064985,30049.996712159522,30045.10769495159,30049.835067830296,125.34159327209055
1700003960,30045.13738300643,30049.400282583734,30043.746318435056,30045.650366963317,100.64749975256319
1700004020,30039.231637536996,30042.01208824633,30039.42776510944,30040.10214545134,195.26526040256206
1700004080,30046.244433374708,30053.39129507895,30049.851882290062,30050.397856026426,112.78701450404809
1700004140,30049.792845057804,30049.3405941313,30048.07039426618,30048.10220412785,118.25233118324051
1700004200,30031.075876131436,30033.57096657895,30029.074191043932,30032.79396824779,119.66586207431048
1700004260,30018.779020484522,30021.861461683926,30014.28754475024,30019.19452167975,100.08527710751727
1700004320,30011.303289732874,30011.6391827225,30003.197005483962,30008.16109424773,73.66786406415643
1700004380,30012.585625612188,30015.104489651105,30010.206036904663,30014.127023176377,123.32511173453804
1700004440,30013.300884887616,30018.017926746386,30015.025213117744,30015.836132009223,210.4681057645986
1700004500,30025.83630906559,30026.345231109495,30019.23340897847,30024.121956258037,160.57994563236795
1700004560,30019.012792237783,30020.0748202474,30017.35585728699,30018.994924502,277.05889698353457
1700004620,30024.348109318933,30023.722648026178,30019.229302747455,30020.89740079492,200.41345786996837
1700004680,30030.922098441893,30029.134163956434,30024.967800758062,30028.404485522526,183.01825905292932
1700004740,30022.596267890647,30027.241072912475,30024.44708111051,30024.692327045883,315.15343297978285
1700004800,30031.10646290859,30030.740787453404,30026.044781247034,30030.173629896573,142.75669705387529
1700004860,30024.448124553648,30024.65823064805,30017.244032221333,30022.230518603774,152.20530030119127
1700004920,30017.414951716073,30019.43186771937,30013.99852355454,30017.87387244499,147.7341288160946
1700004980,30014.337842579876,30015.55424917742,30009.384635260976,30013.293017717013,275.20456461905167
1700005040,29999.884585285494,30001.11168876716,29996.99137361711,29998.942941969945,148.56255667114095
1700005100,30003.307959688023,30009.326277353466,30004.457004794294,30004.78661173937,114.51307978144226
1700005160,30001.477250374806,30001.60346165672,29995.190446485765,29999.153783656937,187.74228824093652
1700005220,30001.114443507035,30003.396207601054,29996.317922647147,29999.30371308167,107.07141862340654
1700005280,30004.764513004244,30006.2009349531,30000.525979542934,30005.072672988543,183.71554403346187
1700005340,30008.492227519404,30012.19146107407,30009.851232600067,30010.4310471009,175.1313692368692
1700005400,30015.939347805597,30018.791115311742,30016.890053093106,30018.415668408576,137.58459067811592
1700005460,30018.563966035184,30019.33758156857,30015.430561825844,30017.23384259446,186.1075307235775
1700005520,30010.27950891609,30015.497762285304,30008.737864307208,30012.15426284993,81.84965001501959
1700005580,30012.765928905996,30015.3884794896,30007.25891850354,30011.197644319054,158.4097211715945
1700005640,29987.297212417743,29993.779205670555,29986.144529068635,29990.949631111558,123.33371926405857
1700005700,29975.851823493318,29976.784644790445,29972.10724565086,29973.58428144248,466.33554605128126
1700005760,29955.054928472644,29958.598221482313,29955.24370405141,29957.71188609423,157.95813473050183
1700005820,29947.057896376646,29945.930954354175,29945.600119512605,29945.74492416301,116.91453293033292
1700005880,29946.5157219741,29954.50065560958,29949.277275493147,29950.54221488369,85.51393161878846
1700005940,29938.493824761666,29940.51165725658,29937.806448678773,29939.67646621937,250.17545175170918
1700006000,29937.170548629714,29935.59436324856,29932.169484538274,29935.1385155709,129.02251347424894
1700006060,29951.77373210342,29955.417066748865,29948.375027676335,29950.72925514433,108.14351344088954
1700006120,29944.891725081146,29951.27169431189,29944.63171219271,29946.454087491595,169.78275118729215
1700006180,29953.198985477968,29958.38556077121,29952.183884480553,29955.3042743132,192.45984461440372
1700006240,29944.24229333653,29945.994048516517,29939.957783767495,29944.100862153082,191.24994273539167
1700006300,29941.54629489674,29945.801809163488,29940.42720579374,29941.635611458667,149.59029182604758
1700006360,29928.718640734452,29931.25894659642,29928.52096740344,29930.235346799742,158.1708937862857
1700006420,29925.903353034915,29928.313911526082,29922.6423316405,29926.166949888935,162.84760588647225
1700006480,29938.837657257103,29938.035734033427,29932.36094454463,29936.250647538425,169.78934239163644
1700006540,29917.148750509397,29920.086302413823,29911.395818101442,29915.522802460117,175.90675937181356
1700006600,29920.26564629636,29925.334773259478,29919.68923008818,29920.735886182665,229.93142229350758
1700006660,29921.157748577658,29926.84314304227,29920.89237860443,29923.588713410652,151.8003157213778
1700006720,29913.226949093965,29917.012614643652,29911.958858449663,29916.45891394229,107.04814576363212
1700006780,29897.547160848088,29901.517183637923,29897.146467414175,29899.10621968963,140.08975421936609
1700006840,29899.397192260123,29901.198415613315,29897.822358331086,29899.971773782196,200.64001405472072
1700006900,29892.120233501464,29898.042439589353,29888.693746553927,29893.61786127343,72.63078128714473
1700006960,29897.743477510103,29897.10198980477,29895.84471257953,29896.40997580969,72.79877454233056
1700007020,29896.978663476486,29896.943752935273,29893.14419160866,29896.672201555968,214.28575939756374
1700007080,29917.5418096945,29919.41569341957,29911.642627616617,29915.89354825182,272.6118876577233
1700007140,29915.518765943558,29915.287711096986,29912.267313138975,29913.021280722143,89.47148632669992
1700007200,29900.072212787407,29904.931135248695,29897.167044630645,29900.73931081068,154.49839506161888
1700007260,29902.519591816985,29903.263766586002,29900.541927320104,29902.890618430156,126.4923655335859
1700007320,29904.155273668803,29909.535959300858,29901.266124214446,29905.53057863782,133.7092885947323
1700007380,29920.748605878918,29922.027503304922,29917.303567956522,29921.840829540703,167.70599281180458
1700007440,29931.37687594903,29932.002514551248,29927.499739975905,29931.86216449168,88.48666904392768
1700007500,29935.03138387012,29938.45119596013,29935.82269151358,29936.144617201473,95.30792825508456
1700007560,29953.789618088562,29954.81070834451,29949.91997551203,29953.704251896106,131.5648032789038
1700007620,29938.61331245379,29942.407688779265,29934.831457369306,29939.439095244234,140.02903036207246
1700007680,29933.214365656608,29931.891161822292,29928.65533464788,29931.762076851235,94.59626163970738
1700007740,29919.903753703093,29920.820113266185,29917.63878525198,29920.64316555437,203.5392925271049
1700007800,29914.628612545926,29919.60119039736,29915.74042097951,29915.9654479165,125.58409461139549
1700007860,29900.78457700197,29900.496039958285,29895.165049034793,29899.445214145824,125.37045038567977
1700007920,29906.963361309612,29910.3491111259,29906.835007703452,29907.067025507597,166.17866688531197
1700007980,29905.647558161672,29908.149963949916,29902.83280511049,29904.400353142413,140.95443605002063
1700008040,29887.803691001413,29887.047333437004,29882.12136228194,29886.75067760838,207.47082454079575
1700008100,29876.813587344095,29878.41249840621,29869.81500292024,29874.56372863389,102.16927380646074
1700008160,29875.79434495296,29879.6680008931,29873.366392100914,29878.325894803293,84.86360844275808
1700008220,29886.25204326858,29890.33114340902,29886.00140218996,29888.383413618023,131.11633394194982
1700008280,29911.26931660987,29912.7773802798,29911.45703658642,29912.344184318325,152.0325236248783
1700008340,29943.36614200653,29951.50368382724,29944.87081147627,29947.310533910415,90.35059679288186
1700008400,29952.661938502864,29955.087091041354,29951.77188248431,29952.283447109727,85.19123690517732
1700008460,29934.345464839123,29942.93231605858,29936.046309124493,29940.408989669344,159.63965402132902
1700008520,29915.279493131293,29919.66720835508,29912.021748134237,29914.824434300568,109.60552382138208
1700008580,29917.526585145184,29919.709500648398,29916.01444235286,29918.036971848695,83.01284154155496
1700008640,29909.07723453285,29912.735575137354,29907.884025192565,29908.28167870497,218.35813084903526
1700008700,29902.552740462696,29906.89583098814,29901.27118819873,29903.297391582815,115.27056807688598
1700008760,29894.281000138322,29900.594870673354,29891.621271952143,29895.952229994095,235.07970845436293
1700008820,29894.490572143204,29898.80174962091,29890.74570969471,29894.2627393571,150.11299589100338
1700008880,29903.501062432315,29912.00965115168,29906.642224538995,29907.05450212655,166.9849259920537
1700008940,29908.46078636663,29909.597468696084,29908.139548937266,29908.939084935897,136.37386228376505
1700009000,29906.49449611921,29911.015548851887,29905.073924437893,29907.03546689143,51.31253668686374
1700009060,29896.42561724655,29898.63009363226,29894.10074644409,29894.60762185752,94.18730476758036
1700009120,29873.674428371967,29877.73329416196,29869.841220561102,29874.51142652107,141.13490642550383
1700009180,29868.943786053806,29870.07003640338,29865.414271389032,29868.675731612188,171.72453545310117
1700009240,29869.246820461045,29872.85608236051,29867.55622599585,29868.03034100237,72.53943833873667
1700009300,29890.798448781625,29890.267610654777,29885.305212653424,29889.245499965327,145.26495006255658
1700009360,29885.46526746349,29893.306671114795,29888.966764580142,29890.808794223,94.73602740949407
1700009420,29903.12862285564,29905.209103919377,29901.377315132515,29902.60166835528,163.01595281294328
1700009480,29899.524092014373,29897.41926789699,29893.76019646311,29896.61012117281,147.26588371110648
1700009540,29883.787238895267,29886.00344008747,29882.3239353102,29882.390795975803,199.81673889766247
1700009600,29870.91253050797,29871.253730649918,29868.482406528496,29870.809394829015,227.40422757779606
1700009660,29861.013347989356,29865.572170948824,29857.887657089115,29862.10668205459,178.32290140270172
1700009720,29886.53872580036,29891.891396325263,29883.008030863883,29887.64831884381,209.3813929463356
1700009780,29876.438449589565,29879.53866081853,29876.078905171034,29877.791678693116,129.0065282448546
1700009840,29889.143269751225,29891.400653180946,29884.641366197127,29887.85354913795,459.0903191759162
1700009900,29876.337542113903,29877.80229304165,29875.884305809064,29877.018423000907,91.14688821740079
1700009960,29889.94941808362,29892.427044162665,29885.396233800475,29888.1972991554,120.16883218316723
1700010020,29894.0559967147,29897.576869241435,29891.546572117903,29892.81671074867,212.84057964298526
1700010080,29892.772473925776,29891.700524444273,29888.080273433636,29890.937055976774,200.55499971933818
1700010140,29892.824683372342,29893.907203033006,29889.58929507668,29890.447905663146,180.36013601025877
1700010200,29880.462034340282,29885.11960880078,29877.88429053419,29882.590453317996,194.44074490495333
1700010260,29886.566096333823,29890.60081639494,29883.508732353745,29887.94331973578,64.49431872617575
1700010320,29880.530187231732,29886.015966564693,29880.798926724445,29882.48351797169,280.2604859917378
1700010380,29867.697622674434,29870.219951303166,29863.89293436186,29867.776248806484,136.78955042015903
1700010440,29850.887382516918,29855.442629874735,29851.963477260986,29852.440997914648,244.29039789039547
1700010500,29858.034631736602,29855.66655802437,29850.810248383787,29854.512052927315,65.79799510991029
1700010560,29871.73497296815,29875.353680986682,29872.048852356176,29873.46114800424,164.4534253248287
1700010620,29875.02680770711,29879.707249117477,29874.70283852374,29875.38104736712,118.46281197682384
1700010680,29872.7031682535,29874.506900012042,29870.56643136428,29873.9573874538,186.57775342234865
1700010740,29876.627254530933,29880.3751774337,29875.038267039934,29877.38730112903,168.48187563120388
1700010800,29895.033432338587,29893.980757340687,29890.40862402086,29893.059322029512,171.81513787031182
1700010860,29898.687991596664,29899.924610035498,29893.08926312519,29895.69191204588,97.16623987127652
1700010920,29892.18489360824,29893.65600504514,29890.463545365343,29890.760785275874,145.06941495153126
1700010980,29902.906415234047,29906.051493709947,29903.779348551132,29904.036249796594,138.09380226811456
1700011040,29907.801144227782,29910.430450426393,29906.175489538393,29909.181327058133,180.9324969510972
1700011100,29930.34628351685,29929.794622458034,29924.49107575031,29927.610398962086,220.46055680290448
1700011160,29931.771410943682,29934.597273838357,29929.573339426173,29929.809212208747,157.6205194971374
1700011220,29916.562055199982,29917.66163027682,29913.223387168662,29915.1155838281,89.07966526073938
1700011280,29899.412283557685,29901.045121095653,29895.63341703935,29898.697673437153,154.9390050750344
1700011340,29921.232910285635,29922.24017769143,29915.225405345165,29918.50880862393,421.75749453778303
1700011400,29942.036900805608,29941.08803262749,29935.051418476945,29939.19279727333,286.6901829596689
1700011460,29938.68223730675,29939.175686463343,29934.934905295955,29937.038566713938,45.16128417065214
1700011520,29932.267811187856,29934.125057518166,29929.699029954572,29932.440318860306,152.22158593344332
1700011580,29952.33883904672,29950.732249143857,29947.08484848917,29949.97765036721,215.47562844855162
1700011640,29936.924709202634,29940.262148253703,29935.132875766187,29936.69310218269,137.9745427029362
1700011700,29923.839272322937,29930.32153252464,29925.68725094301,29925.95637795522,123.46573052601309
1700011760,29936.279858966318,29938.204262737705,29933.655169860464,29933.67629949149,133.38161614356596
1700011820,29929.353929533994,29933.345052707362,29924.76041093658,29928.941038017172,185.09621929603654
1700011880,29926.830062149034,29931.138494628725,29927.87841650392,29928.879575616535,93.74815739930878
1700011940,29927.754797614965,29928.338591795255,29923.76698751344,29926.918260834238,238.76396281457212
1700012000,29932.116494801543,29934.15877416783,29928.083918026605,29930.969155419825,145.12606860324104
1700012060,29945.53194612698,29952.63246231512,29945.86077237189,29947.85893775559,102.10383547740382
1700012120,29949.558360796353,29952.581209879252,29944.77849009491,29948.94595663841,232.69767167391
1700012180,29954.464232107322,29959.147464965685,29953.181214179265,29956.673222157733,79.99368051212967
1700012240,29931.21322616311,29935.51519981793,29931.957449628168,29932.071156945363,118.85639042647423
1700012300,29932.17222542802,29935.349225684473,29927.60306575542,29931.4865361222,118.0761758089551
1700012360,29920.40839181749,29925.964119185326,29918.832778788677,29921.367772878686,349.87528950727966
1700012420,29906.101117125912,29910.558094923465,29905.00691970819,29906.742016153603,112.84234781977734
1700012480,29894.162422108453,29898.370140528637,29892.5697644679,29896.204187750456,62.67821328895065
1700012540,29893.291397537778,29893.562739054374,29888.764378313816,29892.194706462047,117.59822642001512
1700012600,29903.103124836754,29905.684945293968,29901.632595780975,29903.18553697032,178.07772974995848
1700012660,29887.391855716654,29888.909714080473,29882.353629999954,29887.268824357445,203.0868700189974
1700012720,29886.228105985298,29892.350225232018,29884.392859835018,29887.636402268578,368.93330312966555
1700012780,29883.876727457464,29884.366198285825,29878.797470506306,29881.826369068574,260.5406847325702
1700012840,29875.860337839757,29880.25457361605,29877.54489011882,29877.89429193623,159.99923557498357
1700012900,29888.994728295547,29891.668366930662,29888.530791938163,29889.92738583989,103.9005106557188
1700012960,29899.0186212312,29899.581806035392,29894.149901072302,29896.384771083933,284.18089014665344
1700013020,29910.017022722284,29915.03380476635,29909.280419851697,29912.433548373247,128.0696914069375
1700013080,29906.11129406065,29911.22472483674,29908.015662068596,29910.579480222248,114.06142345324656
1700013140,29900.224500943103,29906.57420793635,29898.413004214843,29902.2281688822,125.60856936541633
1700013200,29896.687893545182,29901.336927240354,29898.229024517295,29899.541863079634,89.93477671517594
1700013260,29902.28108181168,29904.614716724678,29898.941039598474,29902.451824574888,123.22253687272011
1700013320,29907.89371471581,29905.59904015965,29900.48771964188,29904.570704876332,135.20020339500192
1700013380,29895.246288911865,29894.32503904762,29887.732798131616,29891.55804800953,198.79271373628043
1700013440,29892.13376130133,29896.15420070121,29888.78969246613,29892.643925389068,127.07337378418426
1700013500,29896.566622966195,29899.788491953863,29890.940130064424,29895.382665350735,89.39066901199787
1700013560,29927.421506357798,29925.850392126,29925.17146108874,29925.59235380114,78.13914423653476
1700013620,29948.23998250446,29952.98114868502,29944.62853127965,29948.114489136522,161.39066217831734
1700013680,29936.644398354092,29941.394657639918,29933.032177924233,29937.875568929816,152.7878474826089
1700013740,29937.33248368475,29935.848462013284,29931.558715341853,29934.426968591226,118.899062098859
1700013800,29917.76341980974,29917.888038344252,29915.77908300926,29916.86566456918,123.10250912520242
1700013860,29906.75743903538,29911.257619994893,29904.783411372748,29909.77718040162,173.3642327906351
1700013920,29915.715017205144,29917.943069203033,29912.691053980594,29913.5644404447,258.8421720097555
1700013980,29926.295161521033,29929.491634761343,29926.356895408488,29928.034683895363,108.62940839141437
1700014040,29920.255139365538,29921.599783515227,29918.425366900352,29919.28567784244,153.78586295613673
1700014100,29910.344333041925,29914.964610832834,29909.113356217873,29911.435920561624,217.74140903256307
1700014160,29883.473797190356,29890.02840152338,29883.574072156705,29885.66845220476,108.80467300587017
1700014220,29882.233897624254,29887.009316969954,29881.26025667567,29883.716461158223,147.4880497973524
1700014280,29869.14916901148,29874.73303419858,29866.327571215632,29870.96748821591,146.17459432155312
1700014340,29866.91740215433,29865.480849068994,29862.22259315834,29864.614215087513,87.83691934898758
1700014400,29851.86456633602,29858.478924887957,29851.518754118435,29854.0918857495,158.7609350977861
1700014460,29854.666121327744,29854.339331016563,29848.52732456888,29852.960735098473,150.29768159271256
1700014520,29831.34891087105,29832.509885222476,29827.779204432118,29831.867994402193,185.31066738821875
1700014580,29813.746959083506,29819.144672909202,29813.064841301373,29814.2634514575,92.31857896388219
1700014640,29838.8441716841,29840.82261642911,29839.749787025696,29839.81441680184,149.00623550616686
1700014700,29823.691432474432,29825.04860567694,29821.21784786554,29824.36534582655,257.93139158343524
1700014760,29812.89153884215,29814.334023385607,29806.97966976591,29811.203918885098,340.699185079961
1700014820,29835.946616049547,29834.841196972433,29830.4826306619,29833.246881224954,247.6587294583458
1700014880,29866.36298989591,29868.77443328174,29867.051802655773,29868.107687255837,92.68173296312801
1700014940,29853.677218554898,29857.054493296015,29850.342112256556,29854.048887709934,177.7576441492002
1700015000,29847.33114654656,29853.424826364586,29846.28220381542,29849.629900228476,122.3323315043947
1700015060,29853.81803270814,29857.6945587108,29850.90340415272,29853.728566839764,166.26123184968066
1700015120,29877.283267293984,29875.25050157769,29870.156257702525,29874.47293857263,108.9744354635335
1700015180,29860.698394269482,29865.41498897119,29858.709441866795,29862.63065363149,74.78449842973946
1700015240,29860.428060699505,29863.755711333593,29856.34755902307,29859.687319480185,129.30747617950314
1700015300,29868.331363478086,29869.82080545005,29865.69157704781,29869.015370392928,198.1533208251752
1700015360,29875.527482143483,29875.27097454538,29870.921550115032,29874.232563286525,166.53406818097574
1700015420,29866.430087011297,29869.730747418922,29867.092866707182,29869.718690431764,174.36994169701816
1700015480,29869.86594450594,29870.73598563955,29865.793206634353,29868.112814857574,161.8289849508797
1700015540,29852.288924665347,29852.587473641444,29848.066062859638,29851.614065157133,174.48015145654173
1700015600,29848.541082824042,29852.377193108074,29845.703507822087,29848.755980229438,183.42478705004936
1700015660,29847.743695003504,29850.370399627416,29843.109427537827,29845.55933034933,132.97051719440796
1700015720,29847.68432996767,29849.389146469843,29847.71206225529,29848.345369024846,153.4164661700492
1700015780,29838.45762144408,29844.926927457833,29838.171798455747,29841.681442399014,298.0625458686728
1700015840,29848.320828990945,29848.399076976853,29844.10991181667,29847.33990466956,157.08898238819535
1700015900,29858.70220884533,29859.582528778294,29857.78125235353,29859.492494483395,150.96158471412906
1700015960,29866.856517187494,29865.15041738649,29859.576030584343,29861.357646415418,154.64834583525047
1700016020,29865.65658171718,29867.748746699464,29864.34511139553,29865.57872331621,136.02471438881457
1700016080,29866.842672058996,29870.950521794715,29861.407011205316,29866.216587487143,124.69336137637899
1700016140,29867.85459540906,29868.88902961496,29861.916593389895,29866.21760020424,161.33313839400537
1700016200,29855.396002862468,29858.346318146603,29854.753658654663,29857.558903801724,121.23295216317943
1700016260,29862.009322305054,29863.605707150793,29859.348569209014,29861.356834941806,140.0212263929527
1700016320,29860.544350735032,29861.203854734875,29856.50526944236,29860.189395760844,108.17974155246914
1700016380,29886.061801217587,29889.697561831443,29882.668774587382,29885.30741546801,154.96584252285317
1700016440,29908.021306041246,29907.642190202154,29899.308419128138,29904.187674297715,187.48108825254835
1700016500,29911.081805808546,29910.524026951665,29908.54221985878,29908.81783292839,136.35121989400636
1700016560,29897.738959439816,29902.30024802609,29899.489717741788,29899.661146412054,66.46321423736605
1700016620,29890.53211004201,29889.659609689315,29883.469153658385,29886.31220874825,187.94485918898283
1700016680,29902.13855488455,29904.520212768544,29899.589528071872,29900.605924185318,155.72218233168795
1700016740,29904.558354999666,29904.15965093644,29900.737394069336,29903.758914887087,99.75402641266909
1700016800,29906.0333919932,29909.63322993776,29905.61352058505,29909.520635727786,202.21027006815012
1700016860,29887.0483963531,29889.157867369944,29887.89505507817,29888.585603884094,84.82835990364448
1700016920,29900.829206716895,29901.689847213653,29897.51182454184,29899.71486566279,225.46457384370507
1700016980,29902.558882327132,29907.501442771772,29901.724574304117,29905.167909721364,145.04635081616954
1700017040,29893.323773149394,29892.52504965946,29887.673423655026,29891.84274150839,59.886671620259385
1700017100,29884.166244211523,29888.24020950849,29883.70272336881,29886.18444381899,159.38646250162716
1700017160,29892.066804763115,29891.55716420308,29888.31828233674,29889.34905027127,126.15648146039764
1700017220,29887.832136187964,29890.52410166993,29887.049655573614,29889.978651851543,118.77848445799914
1700017280,29887.284864912843,29891.05589742288,29884.200012278277,29886.4725976219,110.48830689652283
1700017340,29887.287746886992,29888.22646804305,29881.371111270088,29885.23073840511,141.04989367768485
1700017400,29882.641297092778,29884.149687518908,29879.429129545613,29882.207009866626,122.23244605994059
1700017460,29883.483071652416,29886.572295929218,29882.640645787003,29884.037760011855,70.62074237718952
1700017520,29902.685160548826,29903.26665112012,29897.92369908917,29901.695663687777,246.86142694258385
1700017580,29869.787855384606,29875.16741755482,29868.30702733179,29870.895762396598,134.59320561795627
1700017640,29869.21954698981,29870.928634430325,29867.165826461092,29868.053559222484,110.7445273933384
1700017700,29868.93096349109,29872.646187350918,29867.35634666324,29870.17170827895,94.50290048407638
1700017760,29872.839192031126,29878.278063170677,29868.98203585597,29873.7236361552,202.00507623893432
1700017820,29869.38250728876,29873.450559670513,29865.73307987465,29869.26066117934,88.29003191224075
1700017880,29849.06276441433,29852.244009246726,29846.685982982308,29848.179999789598,156.58436226423058
1700017940,29851.812864002637,29853.243991615327,29848.5615797177,29852.115945594167,117.51199332783969
1700018000,29871.743640678073,29873.60976372148,29871.43111660913,29872.84414816414,120.28117606206156
1700018060,29850.31421299968,29857.88829390371,29851.72436711744,29854.437811305146,95.44748372661384
1700018120,29862.924906625925,29867.14695875123,29862.170768650587,29864.803747469523,115.80088724591161
1700018180,29858.909464892415,29864.280008356833,29859.624490397488,29860.861444792048,148.9372321724554
1700018240,29853.948528252382,29863.928688802658,29858.3861466427,29860.1255526421,163.06108586986159
1700018300,29846.458853560118,29848.967338050377,29842.779863239724,29847.490770513654,108.3929453929337
1700018360,29842.50800942276,29844.900548611,29842.224303763305,29843.477296445384,143.11181374502235
1700018420,29857.66980143313,29861.531989413063,29855.07269636362,29859.077831581773,211.74479924162765
1700018480,29868.0876264408,29867.43744105326,29862.732841585563,29866.069694485624,76.32103414913792
1700018540,29887.745237023384,29890.193910130627,29884.194288087918,29886.857433750545,148.0414660540856
